<Sykepleierdiagnoser>
ID|Term_EN|Term_NO
710971000|Maintaining clear airway (procedure)|opprettholdelse av frie luftveier
409011003|Antenatal care management (procedure)|håndtering av svangerskapsomsorg
372922005|Assessment of knowledge of phases of wound healing (procedure)|vurdering av kunnskap om sårtilheiling
85614001|Environmental intervention (regime/therapy)|miljøterapi
386355002|Administration of drug or medicament via intradermal route (procedure)|intrakutan administrasjon av legemiddel
394683006|Diabetic foot risk assessment (procedure)|vurdering av risiko for diabetesfot
422972009|Advance diet as tolerated (regime/therapy)|tilpassing av kost etter toleranse
710137005|Promotion of acceptance of health status (procedure)|fremjing av aksept av helsetilstand
180333002|Body temperature modification and control (procedure)|regulering og kontroll av kroppstemperatur
507761000202102|Care of navel (regime/therapy)|navlestell
711033003|Reinforcement of adherence to treatment regimen (procedure)|forsterking av etterleving av behandlingsregime
225992008|Involving client in planning care (procedure)|brukerinvolvering i planlegging av pleie
713131007|Assessment of dizziness (procedure)|vurdering av svimmelheit
386386008|Patient rights protection (procedure)|beskyttelse av pasientrettigheter
385945002|Drainage tube care education (procedure)|undervisning om stell av dren
409025002|Ventilator care (regime/therapy)|vedlikehald av ventilator
1153473008|Promotion of ability to socialize (procedure)|fremjing av sosialiseringsevne
733925000|Application of ointment (procedure)|påføring av salve
710219003|Evaluation of psychosocial response to instruction about plan of care (procedure)|vurdering av psykososial respons på informasjon om behandlingsplan
1155760007|Care of wound due to malignant neoplastic disease (regime/therapy)|stell av malignt sår
710917005|Provision of transcutaneous electrical nerve stimulation device (procedure)|tilgjengeleggjering av TENS-utstyr
507561000202105|Dyspnea assessment (procedure)|vurdering av dyspné
497781000202102|Precautions for impaired psychological state (procedure)|forebygging av svekket psykisk status
460616007|Education of family (situation)|pårørandeundervisning
710909002|Referral to chaplaincy service (procedure)|henvisning til religiøs tjeneste
225968000|Liaising with relative (procedure)|samarbeid med slektning
710246008|Encouragement to perform positive affirmation (procedure)|oppmuntring til positiv stadfesting
385935004|Mouth care assessment (procedure)|vurdering av munnstell
710214008|Evaluation of psychosocial response to instruction about medication (procedure)|vurdering av psykososial respons på opplæring om medisinering
709256008|Assessment of ability to prepare food (procedure)|vurdering av evne til å tilberede mat
710766003|Implementation of immunization regime (regime/therapy)|iverksetjing av vaksinasjonsregime
588891000202103|Assessment of altered mental status (procedure)|vurdering av endra mental status
711118008|Facilitation of alcohol abuse recovery (procedure)|tilrettelegging for recovery etter alkoholmisbruk
710977001|Safe storage and management of medication (procedure)|trygg lagring og handtering av lækjemiddel
711037002|Use of de-escalation technique (procedure)|bruk av deeskaleringsteknikk
385830008|Specimen care (regime/therapy)|handtering av prøvemateriale
507871000202104|Safeguarding patients right of appeal (procedure)|varetaking av klageretten til pasienten
225715000|Endotracheal tube suction (procedure)|suging via endotrakeal tube
225162003|Examination of abdomen (procedure)|undersøking av abdomen
37831000202106|Monitoring of psychomotor agitation (regime/therapy)|overvaking av psykomotorisk agitasjon
709263008|Assessment of appetite (procedure)|vurdering av matlyst
711126000|Post-surgical assessment for risk of infection (procedure)|postoperativ vurdering av infeksjonsrisiko
84478008|Occupational therapy (regime/therapy)|ergoterapi
710922005|Provision of anticipatory guidance to family (situation)|veiledning til pårørende om hva som kan forventes
370800005|Evaluation of postoperative cardiac function (procedure)|evaluering av postoperativ hjertefunksjon
426866005|Determination of physical activity tolerance (procedure)|avklaring av aktivitetstoleranse
386485006|Unilateral neglect care (regime/therapy)|pleie ved unilateral neglekt
68894007|Placing restraint (procedure)|påføring av mekanisk tvangsmiddel
445075008|Request for language interpreter service (procedure)|førespurnad om tolketeneste
627841000202109|Assessment of vision (procedure)|kartlegging av syn
377401000202100|Life history interview (procedure)|livshistoriekartlegging
710855004|Assessment for sign of discomfort (procedure)|vurdering av tegn på ubehag
133906008|Postpartum care (regime/therapy)|postnatal pleie
710769005|Implementation of safety regime (regime/therapy)|iverksetjing av tryggingstiltak
386333005|Infant care (regime/therapy)|spedbarnspleie
709497004|Assessment of peristomal skin (procedure)|vurdering av peristomal hud
385707008|Fecal disimpaction education (procedure)|undervisning om fjerning av hard avføring
408984009|Growth and development care assessment (procedure)|vurdering av behandling relatert til vekst og utvikling
65153003|Art therapy (regime/therapy)|kunstterapi
709274004|Family education about prevention of cross infection (situation)|pårørendeundervisning om forebygging av kryssinfeksjon
370775006|Application of safety device (procedure)|bruk av sikkerhetsutstyr
271280005|Removal of endotracheal tube (procedure)|fjerning av endotrakeal tube
733861006|Assessment of caregiver stress (situation)|vurdering av stress hos omsorgsgjevar
710995003|Monitoring pain (regime/therapy)|overvåking av smerte
710856003|Assessment of grief (procedure)|vurdering av sorg
1153467007|Education of family about impaired cognition (situation)|pårørendeundervisning om kognitiv svikt
709485000|Assessment of knowledge of fall prevention (procedure)|vurdering av kunnskap om fallforebygging
370770001|Acting as individual patient advocate (regime/therapy)|opptre som talsperson for pasient
710058001|Management of vasopneumatic device (procedure)|håndtering av kompresjonsutstyr
386432004|Shock management (procedure)|handtering av sjokk
18101000202103|Giving encouragement to stoma care (procedure)|oppmuntring til stomistell
313280002|Manual evacuation of feces from rectum (procedure)|manuell fjerning av avføring fra rektum
507601000202105|Assessment of signs and symptoms of gastric retention (regime/therapy)|vurdering av tegn og symptomer på ventrikkelretensjon
431182000|Placing subject in prone position (procedure)|leiring i mageleie
14521000202106|Monitoring signs of hyperbilirubinemia (regime/therapy)|overvåking av tegn på hyperbilirubinemi
709758008|Liaising with education service (procedure)|samarbeid med opplæringsteneste
225337009|Suicide risk assessment (procedure)|vurdering av selvmordsrisiko
710747003|Family education about dietary regime (situation)|pårørandeundervisning om kosthaldsregime
712744002|Evaluation of care plan (procedure)|evaluering av behandlingsplan
408883002|Breastfeeding support (regime/therapy)|ammestøtte
711036006|Moving patient using transfer technique with lifting apparatus (procedure)|flytting ved hjelp av personløftar
709273005|Family education about susceptibility to infection (situation)|pårørendeundervisning om disposisjon for infeksjon
15961000202105|Information gathering about social network (procedure)|kartlegging av sosialt nettverk
429446009|Insertion of vascular catheter (procedure)|innsetting av vaskulært kateter
337691000202108|Prevention of spiritual distress (procedure)|førebygging av eksistensiell krise
337681000202106|Prevention of diarrhea (procedure)|forebygging av diaré
372061000|Maintaining the patient's dignity and privacy (procedure)|oppretthalding av verdigheita og privatlivet til pasienten
497821000202107|Precautions for fluid imbalance (procedure)|forebygging av væskeubalanse
710975009|Reinforcement of self efficacy (procedure)|forsterking av meistringstru
271733001|Pupil reaction (observable entity)|pupillreaksjon
710874007|Education about cross infection prevention (procedure)|undervisning om forebygging av kryssinfeksjon
385691007|Fracture care (regime/therapy)|frakturbehandling
792805006|Fasting (regime/therapy)|faste
287891000202105|Assessment of need for nasogastric tube (procedure)|vurdering av behov for nasogastrisk sonde
709271007|Family education about thermoregulation (situation)|pårørendeundervisning om temperaturregulering
362978005|Medical equipment or device education (procedure)|opplæring i medisinsk utstyr
25389001|Fluid restriction (procedure)|væskerestriksjon
710860000|Assessment of knowledge of patient controlled analgesia (procedure)|vurdering av kunnskap om pasientstyrt analgesi
386516004|Anticipatory guidance (procedure)|foregripende veiledning
225965002|Changing bed linen (procedure)|skift av sengetøy
373784005|Dispensing medication (procedure)|utlevering av legemiddel
243109004|Clean intermittent self-catheterization education (procedure)|opplæring i ren intermitterende katerisering
371754007|Discharge planning (procedure)|planlegging av utskriving
718308002|Peritoneal dialysis care (regime/therapy)|pleie ved peritonealdialyse
386262008|Dysreflexia management (regime/therapy)|behandling av dysrefleksi
15301000202105|Assessing warning signs of violent behavior (procedure)|vurdering av forvarsel til voldelig atferd
385858000|Tracheostomy care (regime/therapy)|trakeostomistell
15921000202100|Communication about violence prevention (regime/therapy)|samarbeidsdialog om valdsførebygging
